DNO_Name,DNO_Code,Tariff_Name,LLFCs,PCs,Red_Rate_p_kWh,Amber_Rate_p_kWh,Green_Rate_p_kWh,Fixed_Charge_p_day,Capacity_Charge_p_kVA_day,Document,Document_Reference,Source_Sheet
South Wales,SWALES,LV Generation Site Specific,"697, 603",0,-13.528,-1.021,-0.187,0.0,0.0,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Generation Site Specific no RP charge,"91, 92",0,-13.528,-1.021,-0.187,0.0,0.0,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Generation Site Specific,"602, 604",0,-11.74,-0.852,-0.168,0.0,0.0,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Generation Site Specific no RP charge,"93, 94",0,-11.74,-0.852,-0.168,0.0,0.0,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Generation Site Specific,"698, 606",0,-6.975,-0.399,-0.115,83.29,0.0,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Generation Site Specific no RP charge,"95, 96",0,-6.975,-0.399,-0.115,83.29,0.0,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Domestic Aggregated or CT with Residual,"100,105,800,860,101,106,801,861,116,D01","0, 1, 2",18.538,1.53,0.294,12.01,0.0,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Domestic Aggregated (Related MPAN),"194, 843",2,18.538,1.53,0.294,0.0,0.0,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated or CT No Residual,"N10,N20,N30,M10,B10,X10,X20, X30,Y10,Z10","0, 3, 4, 5-8",20.286,1.674,0.321,15.3,0.0,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated or CT Band 1,"1,2,3,117,200,201,810,811,862,863,X11,X21,X31, Y11,Z11","0, 3, 4, 5-8",20.286,1.674,0.321,18.14,0.0,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated or CT Band 2,"N12,N22,N32,M12,B12,X12,X22, X32,Y12,Z12","0, 3, 4, 5-8",20.286,1.674,0.321,23.18,0.0,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated or CT Band 3,"N13,N23,N33,M13,B13,X13,X23, X33,Y13,Z13","0, 3, 4, 5-8",20.286,1.674,0.321,31.87,0.0,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated or CT Band 4,"N14,N24,N34,M14,B14,X14,X24, X34,Y14,Z14","0, 3, 4, 5-8",20.286,1.674,0.321,58.04,0.0,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated (related MPAN),294,4,20.286,1.674,0.321,0.0,0.0,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific No Residual,"L00, LST",0,12.885,0.989,0.206,17.88,10.49,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 1,300,0,12.885,0.989,0.206,94.61,10.49,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 2,L02,0,12.885,0.989,0.206,165.52,10.49,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 3,L03,0,12.885,0.989,0.206,268.48,10.49,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 4,L04,0,12.885,0.989,0.206,600.61,10.49,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific No Residual,"S00, SST",0,8.545,0.526,0.14,13.96,10.07,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific Band 1,344,0,8.545,0.526,0.14,90.69,10.07,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific Band 2,S02,0,8.545,0.526,0.14,161.6,10.07,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific Band 3,S03,0,8.545,0.526,0.14,264.56,10.07,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific Band 4,S04,0,8.545,0.526,0.14,596.69,10.07,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific No Residual,"H00, HST",0,5.953,0.327,0.096,128.84,10.43,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific Band 1,400,0,5.953,0.327,0.096,692.19,10.43,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific Band 2,H02,0,5.953,0.327,0.096,1590.95,10.43,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific Band 3,H03,0,5.953,0.327,0.096,2871.8,10.43,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific Band 4,H04,0,5.953,0.327,0.096,6566.48,10.43,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Unmetered Supplies,"718, 701, 719, 720, 700","0, 1 or 8",65.378,3.224,1.882,0.0,0.0,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Generation Aggregated,697,0,-12.886,-1.063,-0.204,0.0,0.0,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Generation Aggregated,717,0,-11.227,-0.888,-0.179,0.0,0.0,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Generation Site Specific,"697, 603",0,-12.886,-1.063,-0.204,0.0,0.0,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Generation Site Specific no RP charge,"91, 92",0,-12.886,-1.063,-0.204,0.0,0.0,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Generation Site Specific,"602, 604",0,-11.227,-0.888,-0.179,0.0,0.0,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Generation Site Specific no RP charge,"93, 94",0,-11.227,-0.888,-0.179,0.0,0.0,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Generation Site Specific,"698, 606",0,-6.811,-0.419,-0.112,80.63,0.0,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Generation Site Specific no RP charge,"95, 96",0,-6.811,-0.419,-0.112,80.63,0.0,SWAE - Schedule of charges and other tables- 2026 V.0.1 for publishing.xlsx,2026 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Domestic Aggregated with Residual,"100, 105, 800, 860, 101, 106, 801, 861, 116","1, 2 or 0",9.959,1.131,0.161,16.15,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Domestic Aggregated (Related MPAN),"194, 843",2,9.959,1.131,0.161,,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated No Residual,"N10, N20, N30, M10, B10",3 to 8 or 0,8.56,0.972,0.138,10.0,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated Band 1,"1, 2, 3, 117, 200, 201, 810, 811, 862, 863",3 to 8 or 0,8.56,0.972,0.138,15.16,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated Band 2,"N12, N22, N32, M12, B12",3 to 8 or 0,8.56,0.972,0.138,38.12,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated Band 3,"N13, N23, N33, M13, B13",3 to 8 or 0,8.56,0.972,0.138,79.8,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated Band 4,"N14, N24, N34, M14, B14",3 to 8 or 0,8.56,0.972,0.138,227.01,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated (related MPAN),294,4,8.56,0.972,0.138,,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific No Residual,"L00, LST",0,6.559,0.733,0.11,15.42,3.62,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 1,300,0,6.559,0.733,0.11,344.02,3.62,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 2,L02,0,6.559,0.733,0.11,698.0,3.62,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 3,L03,0,6.559,0.733,0.11,1106.65,3.62,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 4,L04,0,6.559,0.733,0.11,2427.99,3.62,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific No Residual,"S00, SST",0,4.49,0.484,0.083,12.05,3.79,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific Band 1,344,0,4.49,0.484,0.083,340.65,3.79,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific Band 2,S02,0,4.49,0.484,0.083,694.63,3.79,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific Band 3,S03,0,4.49,0.484,0.083,1103.28,3.79,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific Band 4,S04,0,4.49,0.484,0.083,2424.62,3.79,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific No Residual,"H00, HST",0,3.687,0.383,0.07,110.64,3.92,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific Band 1,400,0,3.687,0.383,0.07,1184.26,3.92,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific Band 2,H02,0,3.687,0.383,0.07,5996.96,3.92,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific Band 3,H03,0,3.687,0.383,0.07,12233.24,3.92,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific Band 4,H04,0,3.687,0.383,0.07,27262.15,3.92,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Unmetered Supplies,"718, 701, 719, 720, 700","0, 1 or 8",26.616,3.744,2.56,,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Generation Aggregated,697,0,-6.532,-0.742,-0.105,0.0,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Generation Aggregated,717,0,-5.956,-0.67,-0.099,0.0,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Generation Site Specific,"697, 603",0,-6.532,-0.742,-0.105,0.0,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Generation Site Specific no RP charge,"91, 92",0,-6.532,-0.742,-0.105,0.0,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Generation Site Specific,"602, 604",0,-5.956,-0.67,-0.099,0.0,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Generation Site Specific no RP charge,"93, 94",0,-5.956,-0.67,-0.099,0.0,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Generation Site Specific,"698, 606",0,-4.087,-0.437,-0.076,69.2,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Generation Site Specific no RP charge,"95, 96",0,-4.087,-0.437,-0.076,69.2,,SWAE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Domestic Aggregated with Residual,"100, 105, 800, 860, 101, 106, 801, 861, 116","0, 1, 2",11.186,1.225,0.134,14.54,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Domestic Aggregated (Related MPAN),"194, 843",2,11.186,1.225,0.134,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated No Residual,"N10, N20, N30, M10, B10","0, 3, 4, 5-8",10.092,1.105,0.121,12.14,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated Band 1,"1, 2, 3, 117, 200, 201, 810, 811, 862, 863","0, 3, 4, 5-8",10.092,1.105,0.121,16.11,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated Band 2,"N12, N22, N32, M12, B12","0, 3, 4, 5-8",10.092,1.105,0.121,31.78,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated Band 3,"N13, N23, N33, M13, B13","0, 3, 4, 5-8",10.092,1.105,0.121,59.98,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated Band 4,"N14, N24, N34, M14, B14","0, 3, 4, 5-8",10.092,1.105,0.121,165.09,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated (related MPAN),294,4,10.092,1.105,0.121,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific No Residual,"L00, LST",0,7.72,0.832,0.098,18.17,4.54,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 1,300,0,7.72,0.832,0.098,263.5,4.54,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 2,L02,0,7.72,0.832,0.098,509.48,4.54,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 3,L03,0,7.72,0.832,0.098,822.01,4.54,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 4,L04,0,7.72,0.832,0.098,1930.64,4.54,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific No Residual,"S00, SST",0,5.428,0.562,0.079,14.23,4.72,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific Band 1,344,0,5.428,0.562,0.079,259.55,4.72,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific Band 2,S02,0,5.428,0.562,0.079,505.54,4.72,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific Band 3,S03,0,5.428,0.562,0.079,818.06,4.72,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific Band 4,S04,0,5.428,0.562,0.079,1926.69,4.72,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific No Residual,"H00, HST",0,3.984,0.4,0.061,129.81,4.84,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific Band 1,400,0,3.984,0.4,0.061,1363.13,4.84,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific Band 2,H02,0,3.984,0.4,0.061,4661.61,4.84,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific Band 3,H03,0,3.984,0.4,0.061,9436.27,4.84,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific Band 4,H04,0,3.984,0.4,0.061,20912.8,4.84,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Unmetered Supplies,"718, 701, 719, 720, 700","0, 1 or 8",26.842,3.203,2.305,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Generation Aggregated,697,0,-7.467,-0.817,-0.089,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Generation Aggregated,717,0,-6.774,-0.735,-0.084,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Generation Site Specific,"697, 603",0,-7.467,-0.817,-0.089,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Generation Site Specific no RP charge,"91, 92",0,-7.467,-0.817,-0.089,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Generation Site Specific,"602, 604",0,-6.774,-0.735,-0.084,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Generation Site Specific no RP charge,"93, 94",0,-6.774,-0.735,-0.084,0.0,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Generation Site Specific,"698, 606",0,-4.358,-0.448,-0.064,81.12,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Generation Site Specific no RP charge,"95, 96",0,-4.358,-0.448,-0.064,81.12,0.0,SWAE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Domestic Aggregated with Residual,"100, 105, 800, 860, 101, 106, 801, 861, 116","0, 1, 2",11.908,1.124,0.133,25.32,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Domestic Aggregated (Related MPAN),"194, 843",2,11.908,1.124,0.133,0.0,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated No Residual,"N10, N20, N30, M10, B10","0, 3, 4, 5-8",11.898,1.124,0.133,13.12,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated Band 1,"1, 2, 3, 117, 200, 201, 810, 811, 862, 863","0, 3, 4, 5-8",11.898,1.124,0.133,21.04,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated Band 2,"N12, N22, N32, M12, B12","0, 3, 4, 5-8",11.898,1.124,0.133,56.09,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated Band 3,"N13, N23, N33, M13, B13","0, 3, 4, 5-8",11.898,1.124,0.133,119.29,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated Band 4,"N14, N24, N34, M14, B14","0, 3, 4, 5-8",11.898,1.124,0.133,352.98,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated (related MPAN),294,4,11.898,1.124,0.133,0.0,0.0,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific No Residual,"L00, LST",0,8.839,0.809,0.103,19.75,5.09,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 1,300,0,8.839,0.809,0.103,566.54,5.09,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 2,L02,0,8.839,0.809,0.103,1091.63,5.09,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 3,L03,0,8.839,0.809,0.103,1770.53,5.09,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 4,L04,0,8.839,0.809,0.103,4302.6,5.09,SWAE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
