Year,DNO_Code,DNO_Name,Tariff_Name,LLFCs,PCs,Red_Rate_p_kWh,Amber_Rate_p_kWh,Green_Rate_p_kWh,Fixed_Charge_p_day,Capacity_Charge_p_kVA_day,Document,Document_Reference
2025,YPED,Northern Powergrid Yorkshire,LV Site Specific Band 4,5D,0,4.5,1.443,0.208,719.99,3.67,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,LV Sub Site Specific No Residual,6Z,0,2.83,0.854,0.114,16.48,2.86,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,LV Sub Site Specific Band 1,6A,0,2.83,0.854,0.114,126.71,2.86,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,LV Sub Site Specific Band 2,6B,0,2.83,0.854,0.114,231.22,2.86,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,LV Sub Site Specific Band 3,6C,0,2.83,0.854,0.114,343.16,2.86,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,LV Sub Site Specific Band 4,6D,0,2.83,0.854,0.114,719.99,2.86,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,HV Site Specific No Residual,7Z,0,1.93,0.546,0.067,431.64,3.36,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,HV Site Specific Band 1,7A,0,1.93,0.546,0.067,1094.11,3.36,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,HV Site Specific Band 2,7B,0,1.93,0.546,0.067,2321.33,3.36,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,HV Site Specific Band 3,7C,0,1.93,0.546,0.067,4527.07,3.36,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,HV Site Specific Band 4,7D,0,1.93,0.546,0.067,10167.82,3.36,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,Unmetered Supplies,8A,"0, 1, 8",15.82,2.145,0.785,0.0,0.0,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,LV Generation Aggregated,20,0,-3.915,-1.288,-0.19,0.0,0.0,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,LV Sub Generation Aggregated,30,0,-3.236,-1.049,-0.152,0.0,0.0,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,LV Generation Site Specific,"24, 22",0,-3.915,-1.288,-0.19,0.0,0.0,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,LV Generation Site Specific no RP charge,"222, 224",0,-3.915,-1.288,-0.19,0.0,0.0,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,LV Sub Generation Site Specific,"23, 25",0,-3.236,-1.049,-0.152,0.0,0.0,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,LV Sub Generation Site Specific no RP charge,"223, 225",0,-3.236,-1.049,-0.152,0.0,0.0,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,HV Generation Site Specific,"26, 28",0,-2.198,-0.663,-0.089,95.93,0.0,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
2025,YPED,Northern Powergrid Yorkshire,HV Generation Site Specific no RP charge,"226, 228",0,-2.198,-0.663,-0.089,95.93,0.0,Northern Powergrid (Yorkshire) - 2025-26 Schedule of charges and other tables v0.2.xlsx,2025 v0.2
,ENWL,Electricity North West,Domestic Aggregated or CT with Residual,"011, 031, 041, 051, 061, 441, 451, 511, 531, 821, 851, A11, A21","0, 1, 2",12.407,2.516,0.16,14.23,,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,Domestic Aggregated (Related MPAN),"081, 581, B11, B21",2,12.407,2.516,0.16,,,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,Non-Domestic Aggregated or CT No Residual,"314, 364, 444, 362, 333, 244, 254, 334, 434, 454, 372, 363, 464, C11, D11, C21, D21","0, 3, 4, 5-8",12.325,2.499,0.159,6.34,,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,Non-Domestic Aggregated or CT Band 1,"131, 161, 171, 191, 241, 242, 431, 432, 481, 482, 751, 752, 631, 661, 831, 861, C31, D31","0, 3, 4, 5-8",12.325,2.499,0.159,18.03,,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,Non-Domestic Aggregated or CT Band 2,"4, 34, 32, 33, 144, 154, 164, 174, 184, 182, 183, 194, 374, C41, D41","0, 3, 4, 5-8",12.325,2.499,0.159,24.86,,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,Non-Domestic Aggregated or CT Band 3,"14, 44, 42, 43, 204, 214, 224, 234, 344, 342, 343, 264, 414, C51, D51","0, 3, 4, 5-8",12.325,2.499,0.159,47.37,,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,Non-Domestic Aggregated or CT Band 4,"24, 54, 52, 53, 274, 284, 294, 304, 354, 352, 353, 324, 424, C61, D61","0, 3, 4, 5-8",12.325,2.499,0.159,122.49,,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,Non-Domestic Aggregated (related MPAN),"091, 591",4,12.325,2.499,0.159,,,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,LV Site Specific No Residual,"461, 471,64,104",0,8.106,1.519,0.101,24.49,4.06,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,LV Site Specific Band 1,"801, 841",0,8.106,1.519,0.101,256.06,4.06,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,LV Site Specific Band 2,"74, 114",0,8.106,1.519,0.101,400.32,4.06,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,LV Site Specific Band 3,"84, 124",0,8.106,1.519,0.101,644.77,4.06,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,LV Site Specific Band 4,"94, 134",0,8.106,1.519,0.101,1355.5,4.06,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,LV Sub Site Specific No Residual,"462, 472, 62, 102",0,6.47,1.11,0.078,78.1,4.2,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,LV Sub Site Specific Band 1,"802, 842",0,6.47,1.11,0.078,309.67,4.2,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,LV Sub Site Specific Band 2,"72, 112",0,6.47,1.11,0.078,453.93,4.2,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,LV Sub Site Specific Band 3,"82, 122",0,6.47,1.11,0.078,698.38,4.2,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,LV Sub Site Specific Band 4,"92, 132",0,6.47,1.11,0.078,1409.11,4.2,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,HV Site Specific No Residual,"463, 473, 63, 103",0,4.549,0.66,0.051,171.22,4.18,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,HV Site Specific Band 1,"803, 843",0,4.549,0.66,0.051,1327.49,4.18,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,HV Site Specific Band 2,"73, 113",0,4.549,0.66,0.051,3556.05,4.18,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,HV Site Specific Band 3,"83, 123",0,4.549,0.66,0.051,7299.04,4.18,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,HV Site Specific Band 4,"93, 133",0,4.549,0.66,0.051,18667.14,4.18,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,Unmetered Supplies,"761, 771, 781, 791, 811","0, 1 or 8",24.96,6.31,3.973,,,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,LV Generation Aggregated,"901, 961",0,-8.346,-1.692,-0.108,0.0,,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,LV Sub Generation Aggregated,"902, 962",0,-6.959,-1.327,-0.088,0.0,,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,LV Generation Site Specific,"971, 981",0,-8.346,-1.692,-0.108,0.0,,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,LV Generation Site Specific no RP charge,"934, 944",0,-8.346,-1.692,-0.108,0.0,,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,LV Sub Generation Site Specific,"972, 982",0,-6.959,-1.327,-0.088,0.0,,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,LV Sub Generation Site Specific no RP charge,"932, 942",0,-6.959,-1.327,-0.088,0.0,,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,HV Generation Site Specific,"973, 983",0,-5.271,-0.871,-0.063,11.5,,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
,ENWL,Electricity North West,HV Generation Site Specific no RP charge,"933, 943",0,-5.271,-0.871,-0.063,11.5,,enwl---schedule-of-charges---v1_2-fy25-final.xlsx,v1
2020,ENWL,Electricity North West,Domestic Unrestricted,"011, 041, 441, 511",1,2.192,,,3.92,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,Domestic Two Rate,"031, 051, 061, 451, 531 ",2,2.615,0.685,,3.92,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,Domestic Off Peak (related MPAN),"081, 581",2,0.733,,,,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,Small Non Domestic Unrestricted,"131, 191, 631",3,2.318,,,3.92,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,Small Non Domestic Two Rate,"161, 171, 661",4,2.424,0.664,,3.92,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,Small Non Domestic Off Peak (related MPAN),"091, 591",4,0.669,,,,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,LV Medium Non-Domestic,"241, 431, 481, 751",5-8,2.186,0.631,,22.25,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,LV Sub Medium Non-Domestic,"242, 432, 482, 752",5-8,1.854,0.599,,70.07,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,HV Medium Non-Domestic,"483, 753",5-8,1.351,0.547,,235.4,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,LV Network Domestic,"821, 851",0,9.681,1.93,0.659,3.92,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,LV Network Non-Domestic Non-CT,"831, 861",0,10.158,2.005,0.669,3.92,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,LV HH Metered,"801, 841",0,7.432,1.5,0.607,15.61,3.41,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,LV Sub HH Metered,"802, 842",0,5.924,1.218,0.572,50.1,3.46,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,HV HH Metered,"803, 843",0,4.219,0.914,0.534,110.17,3.13,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,NHH UMS category A,761,8,3.482,,,,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,NHH UMS category B,771,1,3.596,,,,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,NHH UMS category C,781,1,4.414,,,,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,NHH UMS category D,791,1,3.434,,,,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,LV UMS (Pseudo HH Metered),811,0,21.893,3.621,2.536,,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,LV Generation NHH or Aggregate HH,"901, 961",8&0,-0.989,,,0.0,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,LV Sub Generation NHH,962,8,-0.788,,,0.0,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,LV Generation Intermittent,971,0,-0.989,,,0.0,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,LV Generation Intermittent no RP charge,,0,-0.989,,,0.0,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,LV Generation Non-Intermittent,981,0,-6.686,-1.059,-0.137,0.0,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,LV Generation Non-Intermittent no RP charge,,0,-6.686,-1.059,-0.137,0.0,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,LV Sub Generation Intermittent,972,0,-0.788,,,0.0,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,LV Sub Generation Intermittent no RP charge,,0,-0.788,,,0.0,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,LV Sub Generation Non-Intermittent,982,0,-5.436,-0.816,-0.107,0.0,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,LV Sub Generation Non-Intermittent no RP charge,,0,-5.436,-0.816,-0.107,0.0,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,HV Generation Intermittent,973,0,-0.568,,,7.42,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,HV Generation Intermittent no RP charge,,0,-0.568,,,7.42,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,HV Generation Non-Intermittent,983,0,-4.089,-0.541,-0.074,7.42,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
2020,ENWL,Electricity North West,HV Generation Non-Intermittent no RP charge,,0,-4.089,-0.541,-0.074,7.42,,enwl---schedule-of-charges-and-other-tables---2020-final-v3.xlsx,2020 v3.
,ENWL,Electricity North West,Domestic Unrestricted*,"011, 041, 441, 511",1,2.39,,,3.61,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,Domestic Two Rate*,"031, 051, 061, 451, 531 ",2,2.794,0.775,,3.61,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,Domestic Off Peak (related MPAN),"081, 581",2,0.822,,,,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,Small Non Domestic Unrestricted,"131, 191, 631",3,2.252,,,3.53,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,Small Non Domestic Two Rate,"161, 171, 661",4,2.356,0.735,,3.53,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,Small Non Domestic Off Peak (related MPAN),"091, 591",4,0.758,,,,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,LV Medium Non-Domestic,"241, 431, 481, 751",5-8,2.197,0.712,,18.09,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,LV Sub Medium Non-Domestic,"242, 432, 482, 752",5-8,3.957,0.858,,131.8,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,HV Medium Non-Domestic,"483, 753",5-8,3.012,0.767,,1193.82,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,LV Network Domestic*,"821, 851",0,10.371,2.081,0.754,3.61,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,LV Network Non-Domestic Non-CT,"831, 861",0,9.526,1.951,0.738,3.53,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,LV HH Metered,"801, 841",0,7.182,1.534,0.691,14.05,3.26,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,LV Sub HH Metered,"802, 842",0,5.78,1.284,0.662,45.11,3.25,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,HV HH Metered,"803, 843",0,4.244,1.018,0.632,99.18,2.93,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,NHH UMS category A,761,8,3.539,,,,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,NHH UMS category B,771,1,3.752,,,,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,NHH UMS category C,781,1,4.952,,,,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,NHH UMS category D,791,1,3.462,,,,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,LV UMS (Pseudo HH Metered),811,0,26.83,3.515,2.459,,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,LV Generation NHH or Aggregate HH,961,8&0,-0.977,,,0.0,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,LV Sub Generation NHH,962,8,-0.781,,,0.0,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,LV Generation Intermittent,971,0,-0.977,,,0.0,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,LV Generation Intermittent no RP charge,,0,-0.977,,,0.0,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,LV Generation Non-Intermittent,981,0,-6.721,-1.033,-0.123,0.0,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,LV Generation Non-Intermittent no RP charge,,0,-6.721,-1.033,-0.123,0.0,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,LV Sub Generation Intermittent,972,0,-0.781,,,0.0,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,LV Sub Generation Intermittent no RP charge,,0,-0.781,,,0.0,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,LV Sub Generation Non-Intermittent,982,0,-5.464,-0.803,-0.097,0.0,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,LV Sub Generation Non-Intermittent no RP charge,,0,-5.464,-0.803,-0.097,0.0,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,HV Generation Intermittent,973,0,-0.565,,,6.68,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,HV Generation Intermittent no RP charge,,0,-0.565,,,6.68,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,HV Generation Non-Intermittent,983,0,-4.094,-0.542,-0.068,6.68,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
,ENWL,Electricity North West,HV Generation Non-Intermittent no RP charge,,0,-4.094,-0.542,-0.068,6.68,,enwl---schedule-of-charges-and-other-tables---with-llfs-v7.xlsx,v7.
2023,ENWL,Electricity North West,Domestic Aggregated with Residual,"011, 031, 041, 051, 061, 441, 451, 511, 531, 821, 851","0, 1, 2",10.266,2.136,0.19,14.89,,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,Domestic Aggregated (Related MPAN),"081, 581",2,10.266,2.136,0.19,,,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,Non-Domestic Aggregated No Residual,"314, 364","0, 3, 4, 5-8",10.43,2.17,0.193,5.63,,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,Non-Domestic Aggregated Band 1,"131, 161, 171, 191, 241, 242, 431, 432, 481, 482, 751, 752, 631, 661, 831, 861","0, 3, 4, 5-8",10.43,2.17,0.193,8.73,,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,Non-Domestic Aggregated Band 2,"4,34,32,33,144,154,164,174,184,182,183,194,374","0, 3, 4, 5-8",10.43,2.17,0.193,20.94,,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,Non-Domestic Aggregated Band 3,"14,44,42,43,204,214,224,234,344,342,343,264,414","0, 3, 4, 5-8",10.43,2.17,0.193,43.57,,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,Non-Domestic Aggregated Band 4,"24,54,52,53,274,284,294,304,354,352,353,324,424","0, 3, 4, 5-8",10.43,2.17,0.193,123.8,,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,Non-Domestic Aggregated (related MPAN),"091, 591",4,10.43,2.17,0.193,,,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,LV Site Specific No Residual,"461, 471,64,104",0,7.456,1.432,0.131,22.55,3.71,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,LV Site Specific Band 1,"801, 841",0,7.456,1.432,0.131,177.91,3.71,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,LV Site Specific Band 2,"74, 114",0,7.456,1.432,0.131,409.96,3.71,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,LV Site Specific Band 3,"84, 124",0,7.456,1.432,0.131,654.44,3.71,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,LV Site Specific Band 4,"94, 134",0,7.456,1.432,0.131,1349.19,3.71,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,LV Sub Site Specific No Residual,"462, 472,62,102",0,5.993,1.052,0.099,72.52,3.83,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,LV Sub Site Specific Band 1,"802, 842",0,5.993,1.052,0.099,227.89,3.83,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,LV Sub Site Specific Band 2,"72, 112",0,5.993,1.052,0.099,459.94,3.83,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,LV Sub Site Specific Band 3,"82, 122",0,5.993,1.052,0.099,704.41,3.83,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,LV Sub Site Specific Band 4,"92, 132",0,5.993,1.052,0.099,1399.17,3.83,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,HV Site Specific No Residual,"463, 473,63,103",0,4.248,0.632,0.063,159.34,3.76,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,HV Site Specific Band 1,"803, 843",0,4.248,0.632,0.063,1150.21,3.76,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,HV Site Specific Band 2,"73, 113",0,4.248,0.632,0.063,3398.23,3.76,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,HV Site Specific Band 3,"83, 123",0,4.248,0.632,0.063,6948.84,3.76,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,HV Site Specific Band 4,"93, 133",0,4.248,0.632,0.063,15992.62,3.76,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,Unmetered Supplies,"761, 771, 781, 791, 811","0, 1 or 8",23.217,4.926,3.658,,,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
2023,ENWL,Electricity North West,LV Generation Aggregated,"901, 961",0,-7.433,-1.546,-0.138,0.0,,enwl---schedule-of-charges-and-other-tables--2023-final-v2.xlsx,2023 v2.
